source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
openweathermap,2026-05-08 09:33:02.788431+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1010.0,2.06,340,800,2026-05-08T09:33:02.899669+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:05.658775+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:34:06.590328+00:00,OK,
openweathermap,2026-05-08 09:34:06.474292+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1012.0,6.17,320,800,2026-05-08T09:34:06.654344+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:08.365156+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:34:08.802573+00:00,OK,
openweathermap,2026-05-08 09:34:08.628987+00:00,Thiès,TH,14.7886,-16.9255,23.08,22.75,50.0,1012.0,6.53,360,802,2026-05-08T09:34:08.769422+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:34:10.577726+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:34:10.978794+00:00,OK,
openweathermap,2026-05-08 09:34:10.895670+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1011.0,9.26,360,800,2026-05-08T09:34:11.016519+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:12.786551+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:34:14.798179+00:00,OK,
openweathermap,2026-05-08 09:34:14.685295+00:00,Fatick,FK,14.339,-16.4114,25.42,25.11,42.0,1012.0,5.54,343,800,2026-05-08T09:34:14.763756+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:17.637900+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:34:17.999844+00:00,OK,
openweathermap,2026-05-08 09:34:17.911459+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1012.0,5.14,360,800,2026-05-08T09:34:18.045238+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:19.823077+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:34:20.642898+00:00,OK,
openweathermap,2026-05-08 09:34:20.472069+00:00,Kaffrine,KF,14.1059,-15.5503,26.75,26.38,33.0,1012.0,2.25,355,800,2026-05-08T09:34:20.574135+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:22.580717+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:34:23.044228+00:00,OK,
openweathermap,2026-05-08 09:34:22.940642+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:34:23.068675+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:24.826109+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:34:25.761735+00:00,OK,
openweathermap,2026-05-08 09:34:25.664470+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:34:26.241339+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:27.573844+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:34:27.947787+00:00,OK,
openweathermap,2026-05-08 09:34:27.829972+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:34:27.972315+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:29.728124+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:34:30.168074+00:00,OK,
openweathermap,2026-05-08 09:34:29.997203+00:00,Sédhiou,SD,12.708,-15.5569,29.49,28.29,30.0,1012.0,1.12,350,803,2026-05-08T09:34:30.128690+00:00,OK,nuageux
open-meteo,2026-05-08 09:34:31.884529+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:34:32.555219+00:00,OK,
openweathermap,2026-05-08 09:34:32.467199+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:34:32.584117+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:34.585669+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:34:34.975819+00:00,OK,
openweathermap,2026-05-08 09:34:34.850966+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:34:35.025338+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:36.720339+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:34:37.058984+00:00,OK,
openweathermap,2026-05-08 09:34:36.977867+00:00,Louga,LG,15.6179,-16.2241,24.45,24.13,45.0,1012.0,6.76,346,800,2026-05-08T09:34:37.137715+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:34:38.880589+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:34:39.699204+00:00,OK,
openweathermap,2026-05-08 09:34:39.577566+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1010.0,2.06,340,800,2026-05-08T09:34:39.730496+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:41.591114+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:35:42.562128+00:00,OK,
openweathermap,2026-05-08 09:35:42.482999+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:35:42.588226+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:44.412482+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:35:44.742995+00:00,OK,
openweathermap,2026-05-08 09:35:44.659413+00:00,Thiès,TH,14.7886,-16.9255,23.08,22.75,50.0,1012.0,6.53,360,802,2026-05-08T09:35:44.774627+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:35:46.578935+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:35:46.962668+00:00,OK,
openweathermap,2026-05-08 09:35:46.843340+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1011.0,9.26,360,800,2026-05-08T09:35:46.984785+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:48.735587+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:35:50.160456+00:00,OK,
openweathermap,2026-05-08 09:35:49.590267+00:00,Fatick,FK,14.339,-16.4114,25.42,25.11,42.0,1012.0,5.54,343,800,2026-05-08T09:35:49.678706+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:51.618294+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:35:52.063533+00:00,OK,
openweathermap,2026-05-08 09:35:51.895688+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1012.0,5.14,360,800,2026-05-08T09:35:52.028162+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:53.786643+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:35:55.224557+00:00,OK,
openweathermap,2026-05-08 09:35:54.513842+00:00,Kaffrine,KF,14.1059,-15.5503,26.75,26.38,33.0,1012.0,2.25,355,800,2026-05-08T09:35:54.616539+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:56.649159+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:35:57.285420+00:00,OK,
openweathermap,2026-05-08 09:35:56.929206+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:35:57.146145+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:35:58.839463+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:35:59.582503+00:00,OK,
openweathermap,2026-05-08 09:35:59.495869+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:35:59.827317+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:36:01.594228+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:36:01.956554+00:00,OK,
openweathermap,2026-05-08 09:36:01.873468+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:36:01.993670+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:36:03.760624+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:36:04.674214+00:00,OK,
openweathermap,2026-05-08 09:36:04.547376+00:00,Sédhiou,SD,12.708,-15.5569,29.49,28.29,30.0,1012.0,1.12,350,803,2026-05-08T09:36:04.704849+00:00,OK,nuageux
open-meteo,2026-05-08 09:36:06.623676+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:36:07.018973+00:00,OK,
openweathermap,2026-05-08 09:36:06.901843+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:36:07.042812+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:36:08.804222+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:36:09.610193+00:00,OK,
openweathermap,2026-05-08 09:36:09.532492+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:36:09.635353+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:36:11.588770+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:36:11.931238+00:00,OK,
openweathermap,2026-05-08 09:36:11.855327+00:00,Louga,LG,15.6179,-16.2241,24.45,24.13,45.0,1012.0,6.76,346,800,2026-05-08T09:36:11.967893+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:36:13.825438+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:36:14.685468+00:00,OK,
openweathermap,2026-05-08 09:36:14.541949+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1010.0,2.06,340,800,2026-05-08T09:36:14.721841+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:16.693288+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:37:17.677609+00:00,OK,
openweathermap,2026-05-08 09:37:17.530769+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:37:17.629523+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:19.418625+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:37:19.893351+00:00,OK,
openweathermap,2026-05-08 09:37:19.729649+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:37:19.956190+00:00,OK,nuageux
open-meteo,2026-05-08 09:37:22.691972+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:37:23.696883+00:00,OK,
openweathermap,2026-05-08 09:37:23.575967+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:37:23.720672+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:25.470791+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:37:25.926622+00:00,OK,
openweathermap,2026-05-08 09:37:25.781185+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:37:25.969167+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:28.927522+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:37:29.662487+00:00,OK,
openweathermap,2026-05-08 09:37:29.526231+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:37:29.698862+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:31.407841+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:37:31.749220+00:00,OK,
openweathermap,2026-05-08 09:37:31.679374+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:37:32.085704+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:33.578240+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:37:34.098349+00:00,OK,
openweathermap,2026-05-08 09:37:33.944679+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:37:34.157489+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:35.872774+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:37:36.738018+00:00,OK,
openweathermap,2026-05-08 09:37:36.465823+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:37:36.598634+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:38.583809+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:37:39.084061+00:00,OK,
openweathermap,2026-05-08 09:37:38.930224+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:37:39.149689+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:40.823244+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:37:41.687968+00:00,OK,
openweathermap,2026-05-08 09:37:41.532821+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:37:41.758732+00:00,OK,nuageux
open-meteo,2026-05-08 09:37:43.653972+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:37:44.133850+00:00,OK,
openweathermap,2026-05-08 09:37:43.994478+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:37:44.096039+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:45.955668+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:37:46.607174+00:00,OK,
openweathermap,2026-05-08 09:37:46.467632+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:37:46.648840+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:37:48.581213+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:37:48.988540+00:00,OK,
openweathermap,2026-05-08 09:37:48.872503+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:37:49.008559+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:37:50.775389+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:37:51.646167+00:00,OK,
openweathermap,2026-05-08 09:37:51.552536+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:37:51.624885+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:38:53.609699+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:38:54.673735+00:00,OK,
openweathermap,2026-05-08 09:38:54.530059+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:38:54.716952+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:38:56.516529+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:38:57.043032+00:00,OK,
openweathermap,2026-05-08 09:38:56.916496+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:38:57.178293+00:00,OK,nuageux
open-meteo,2026-05-08 09:38:59.639499+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:39:00.693790+00:00,OK,
openweathermap,2026-05-08 09:39:00.549898+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:39:00.751880+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:02.441471+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:39:02.940405+00:00,OK,
openweathermap,2026-05-08 09:39:02.763038+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:39:02.900397+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:05.618255+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:39:06.646192+00:00,OK,
openweathermap,2026-05-08 09:39:06.496428+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:39:06.720026+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:08.408120+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:39:09.153044+00:00,OK,
openweathermap,2026-05-08 09:39:08.664156+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:39:09.190831+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:10.583331+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:39:11.187896+00:00,OK,
openweathermap,2026-05-08 09:39:11.035623+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:39:11.143090+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:12.938194+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:39:13.566104+00:00,OK,
openweathermap,2026-05-08 09:39:13.446330+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:39:13.703958+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:15.585852+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:39:16.009033+00:00,OK,
openweathermap,2026-05-08 09:39:15.922568+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:39:16.046860+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:17.814334+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:39:18.744940+00:00,OK,
openweathermap,2026-05-08 09:39:18.581519+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:39:18.816715+00:00,OK,nuageux
open-meteo,2026-05-08 09:39:20.570186+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:39:20.993411+00:00,OK,
openweathermap,2026-05-08 09:39:20.863410+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:39:21.055676+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:22.763027+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:39:23.567212+00:00,OK,
openweathermap,2026-05-08 09:39:23.478747+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:39:23.612933+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:39:25.613221+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:39:26.127302+00:00,OK,
openweathermap,2026-05-08 09:39:25.871217+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:39:26.153360+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:39:27.751243+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:39:28.759461+00:00,OK,
openweathermap,2026-05-08 09:39:28.552728+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:39:28.805363+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:30.692787+00:00,Dakar,DK,14.6928,-17.4467,22.9,22.6,72.0,1011.4,20.5,1,1,2026-05-08T09:40:31.753789+00:00,OK,
openweathermap,2026-05-08 09:40:31.586677+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:40:31.800129+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:33.491745+00:00,Thiès,TH,14.7886,-16.9255,24.3,24.2,61.0,1003.7,15.8,348,2,2026-05-08T09:40:33.893148+00:00,OK,
openweathermap,2026-05-08 09:40:33.751149+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:40:33.925581+00:00,OK,nuageux
open-meteo,2026-05-08 09:40:36.606082+00:00,Diourbel,DB,14.6554,-16.2322,25.4,25.2,50.0,1010.7,10.7,348,1,2026-05-08T09:40:37.576826+00:00,OK,
openweathermap,2026-05-08 09:40:37.457799+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:40:37.602463+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:39.399143+00:00,Fatick,FK,14.339,-16.4114,25.1,25.3,52.0,1011.5,9.6,355,0,2026-05-08T09:40:39.829041+00:00,OK,
openweathermap,2026-05-08 09:40:39.688116+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:40:39.799147+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:42.723830+00:00,Kaolack,KL,14.1652,-16.0726,26.0,25.9,46.0,1011.2,8.6,352,1,2026-05-08T09:40:43.726995+00:00,OK,
openweathermap,2026-05-08 09:40:43.607741+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:40:43.751122+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:45.501052+00:00,Kaffrine,KF,14.1059,-15.5503,27.2,26.8,39.0,1010.4,7.5,349,2,2026-05-08T09:40:45.947737+00:00,OK,
openweathermap,2026-05-08 09:40:45.795539+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:40:45.984579+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:48.696782+00:00,Tambacounda,TC,13.7707,-13.6673,32.2,30.9,28.0,1007.1,10.9,297,3,2026-05-08T09:40:49.745890+00:00,OK,
openweathermap,2026-05-08 09:40:49.550495+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:40:49.687051+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:51.507500+00:00,Kédougou,KD,12.5559,-12.1747,31.2,29.3,36.0,997.1,23.2,264,3,2026-05-08T09:40:51.978157+00:00,OK,
openweathermap,2026-05-08 09:40:51.906276+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:40:52.005151+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:54.641936+00:00,Kolda,KO,12.8989,-14.9413,29.1,29.6,39.0,1008.4,5.1,306,1,2026-05-08T09:40:55.695465+00:00,OK,
openweathermap,2026-05-08 09:40:55.530360+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:40:55.731238+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:40:57.419713+00:00,Sédhiou,SD,12.708,-15.5569,28.3,28.6,40.0,1009.4,5.7,328,0,2026-05-08T09:40:57.841876+00:00,OK,
openweathermap,2026-05-08 09:40:57.718585+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:40:58.144804+00:00,OK,nuageux
open-meteo,2026-05-08 09:41:00.727942+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.0,28.4,51.0,1010.2,5.1,328,0,2026-05-08T09:41:01.638721+00:00,OK,
openweathermap,2026-05-08 09:41:01.523799+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:41:01.993277+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:41:03.470850+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,22.9,63.0,1011.2,19.0,345,3,2026-05-08T09:41:03.812534+00:00,OK,
openweathermap,2026-05-08 09:41:03.734540+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:41:03.850163+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:41:06.642000+00:00,Louga,LG,15.6179,-16.2241,24.7,24.5,54.0,1007.2,11.9,342,3,2026-05-08T09:41:07.801880+00:00,OK,
openweathermap,2026-05-08 09:41:07.612886+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:41:07.752089+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:41:09.559511+00:00,Matam,MT,15.6559,-13.2557,33.3,30.7,22.0,1007.6,16.0,341,3,2026-05-08T09:41:10.197617+00:00,OK,
openweathermap,2026-05-08 09:41:10.046849+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:41:10.292317+00:00,OK,ciel dégagé
