source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
open-meteo,2026-05-08 09:50:28.412534+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:50:28.820669+00:00,OK,
openweathermap,2026-05-08 09:50:28.686722+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:50:28.776537+00:00,OK,nuageux
open-meteo,2026-05-08 09:50:31.686543+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:50:32.694850+00:00,OK,
openweathermap,2026-05-08 09:50:32.544375+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:50:32.664063+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:34.436575+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:50:34.830772+00:00,OK,
openweathermap,2026-05-08 09:50:34.703537+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:50:34.866526+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:37.638760+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:50:38.576549+00:00,OK,
openweathermap,2026-05-08 09:50:38.503038+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:50:38.599042+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:40.407396+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:50:41.041499+00:00,OK,
openweathermap,2026-05-08 09:50:40.954303+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:50:41.065367+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:43.645590+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:50:44.728593+00:00,OK,
openweathermap,2026-05-08 09:50:44.626654+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:50:44.751489+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:46.505967+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:50:46.855172+00:00,OK,
openweathermap,2026-05-08 09:50:46.774913+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:50:46.903433+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:49.701995+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:50:50.552529+00:00,OK,
openweathermap,2026-05-08 09:50:50.474147+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:50:50.585869+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:52.358531+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:50:52.774509+00:00,OK,
openweathermap,2026-05-08 09:50:52.648454+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:50:52.810240+00:00,OK,nuageux
open-meteo,2026-05-08 09:50:54.739852+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:50:55.683505+00:00,OK,
openweathermap,2026-05-08 09:50:55.540072+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:50:55.739220+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:50:57.443458+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:50:57.876047+00:00,OK,
openweathermap,2026-05-08 09:50:57.748370+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:50:57.911043+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:51:00.645657+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:51:01.680603+00:00,OK,
openweathermap,2026-05-08 09:51:01.559581+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:51:01.757658+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:51:03.473768+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:51:03.869427+00:00,OK,
openweathermap,2026-05-08 09:51:03.754243+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:51:03.892882+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:06.716773+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:52:07.636826+00:00,OK,
openweathermap,2026-05-08 09:52:07.513576+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:52:07.702081+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:09.419577+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:52:09.771815+00:00,OK,
openweathermap,2026-05-08 09:52:09.696115+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:52:09.799072+00:00,OK,nuageux
open-meteo,2026-05-08 09:52:12.749719+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:52:13.663460+00:00,OK,
openweathermap,2026-05-08 09:52:13.528278+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:52:13.703246+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:15.704535+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:52:16.141221+00:00,OK,
openweathermap,2026-05-08 09:52:16.057926+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:52:16.297667+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:18.585892+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:52:20.272403+00:00,OK,
openweathermap,2026-05-08 09:52:19.590890+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:52:19.680522+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:21.520824+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:52:22.174746+00:00,OK,
openweathermap,2026-05-08 09:52:22.042101+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:52:22.232231+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:24.613563+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:52:25.677986+00:00,OK,
openweathermap,2026-05-08 09:52:25.518614+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:52:25.714715+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:27.447362+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:52:28.304793+00:00,OK,
openweathermap,2026-05-08 09:52:27.915925+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:52:28.374136+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:30.670622+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:52:31.757001+00:00,OK,
openweathermap,2026-05-08 09:52:31.616479+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:52:31.827386+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:33.519728+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:52:33.902669+00:00,OK,
openweathermap,2026-05-08 09:52:33.829832+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:52:34.447327+00:00,OK,nuageux
open-meteo,2026-05-08 09:52:36.699460+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:52:37.624928+00:00,OK,
openweathermap,2026-05-08 09:52:37.510149+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:52:37.648609+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:39.401273+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:52:39.828841+00:00,OK,
openweathermap,2026-05-08 09:52:39.701815+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:52:39.862711+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:52:42.630846+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:52:43.638412+00:00,OK,
openweathermap,2026-05-08 09:52:43.547912+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:52:43.681085+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:52:45.483542+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:52:45.889403+00:00,OK,
openweathermap,2026-05-08 09:52:45.747258+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:52:45.861568+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:53:48.664892+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:53:49.566480+00:00,OK,
openweathermap,2026-05-08 09:53:49.447210+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.45,83.0,1013.0,6.17,320,800,2026-05-08T09:53:49.592185+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:53:51.660307+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:53:52.257629+00:00,OK,
openweathermap,2026-05-08 09:53:51.915493+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:53:51.987032+00:00,OK,nuageux
open-meteo,2026-05-08 09:53:54.615130+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:53:55.654762+00:00,OK,
openweathermap,2026-05-08 09:53:55.564575+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:53:55.915004+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:53:57.514558+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:53:57.995401+00:00,OK,
openweathermap,2026-05-08 09:53:57.911859+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:53:58.081537+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:00.626219+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:54:01.836135+00:00,OK,
openweathermap,2026-05-08 09:54:01.449528+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:54:01.561830+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:04.345195+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:54:04.749804+00:00,OK,
openweathermap,2026-05-08 09:54:04.631922+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:54:04.771957+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:06.609908+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:54:07.651154+00:00,OK,
openweathermap,2026-05-08 09:54:07.504205+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:54:07.616128+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:09.397848+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:54:09.791887+00:00,OK,
openweathermap,2026-05-08 09:54:09.663490+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:54:09.824162+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:11.582686+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:54:12.559993+00:00,OK,
openweathermap,2026-05-08 09:54:12.413510+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:54:12.623315+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:14.308363+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:54:15.685463+00:00,OK,
openweathermap,2026-05-08 09:54:15.571855+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:54:15.803144+00:00,OK,nuageux
open-meteo,2026-05-08 09:54:17.706268+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:54:18.319024+00:00,OK,
openweathermap,2026-05-08 09:54:18.020356+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:54:18.233166+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:19.913636+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:54:20.552887+00:00,OK,
openweathermap,2026-05-08 09:54:20.478637+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:54:20.581587+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:54:22.687268+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:54:23.007543+00:00,OK,
openweathermap,2026-05-08 09:54:22.940800+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:54:23.037316+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:54:24.871251+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:54:25.574223+00:00,OK,
openweathermap,2026-05-08 09:54:25.456279+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:54:25.594979+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:29.180017+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:55:31.790318+00:00,OK,
openweathermap,2026-05-08 09:55:31.425669+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T09:55:31.709311+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:34.907872+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:55:37.451307+00:00,OK,
openweathermap,2026-05-08 09:55:37.321399+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:55:37.527847+00:00,OK,nuageux
open-meteo,2026-05-08 09:55:40.485472+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:55:41.569645+00:00,OK,
openweathermap,2026-05-08 09:55:41.337686+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:55:41.494766+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:44.626356+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:55:46.569868+00:00,OK,
openweathermap,2026-05-08 09:55:46.252143+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:55:46.592704+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:49.526666+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:55:50.648521+00:00,OK,
openweathermap,2026-05-08 09:55:50.565766+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:55:51.135185+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:53.311115+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:55:55.447710+00:00,OK,
openweathermap,2026-05-08 09:55:55.364021+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:55:55.491469+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:55:58.769201+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:56:00.387624+00:00,OK,
openweathermap,2026-05-08 09:56:00.214459+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:56:00.573109+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:56:03.897206+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:56:05.367744+00:00,OK,
openweathermap,2026-05-08 09:56:05.247044+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:56:05.452942+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:56:08.829370+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:56:10.213714+00:00,OK,
openweathermap,2026-05-08 09:56:10.129413+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:56:10.195641+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:56:12.590098+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:56:13.487940+00:00,OK,
openweathermap,2026-05-08 09:56:13.271731+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:56:13.469772+00:00,OK,nuageux
open-meteo,2026-05-08 09:56:16.331338+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:56:18.197887+00:00,OK,
openweathermap,2026-05-08 09:56:18.130194+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:56:18.215523+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:56:20.984043+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:56:22.359918+00:00,OK,
openweathermap,2026-05-08 09:56:22.197135+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:56:22.434006+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:56:25.496891+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:56:27.165319+00:00,OK,
openweathermap,2026-05-08 09:56:27.057440+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:56:27.191599+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:56:30.481862+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:56:32.464533+00:00,OK,
openweathermap,2026-05-08 09:56:32.335579+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:56:32.426755+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:57:35.922244+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:57:38.444224+00:00,OK,
openweathermap,2026-05-08 09:57:38.347566+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T09:57:38.475331+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:57:41.623435+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:57:43.434972+00:00,OK,
openweathermap,2026-05-08 09:57:43.317076+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:57:43.411357+00:00,OK,nuageux
open-meteo,2026-05-08 09:57:46.574195+00:00,Diourbel,DB,14.6554,-16.2322,26.0,25.9,48.0,1010.8,10.2,350,2,2026-05-08T09:57:47.440303+00:00,OK,
openweathermap,2026-05-08 09:57:47.367628+00:00,Diourbel,DB,14.6554,-16.2322,24.09,24.12,60.0,1012.0,9.26,360,800,2026-05-08T09:57:47.458790+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:57:50.151773+00:00,Fatick,FK,14.339,-16.4114,25.8,26.0,50.0,1011.6,9.4,357,1,2026-05-08T09:57:52.506353+00:00,OK,
openweathermap,2026-05-08 09:57:52.430858+00:00,Fatick,FK,14.339,-16.4114,28.19,27.39,33.0,1013.0,3.27,12,800,2026-05-08T09:57:52.528291+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:57:55.593272+00:00,Kaolack,KL,14.1652,-16.0726,26.7,26.6,44.0,1011.3,8.1,355,1,2026-05-08T09:57:57.367811+00:00,OK,
openweathermap,2026-05-08 09:57:57.285712+00:00,Kaolack,KL,14.1652,-16.0726,24.97,24.91,53.0,1013.0,5.14,360,800,2026-05-08T09:57:57.422364+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:00.779417+00:00,Kaffrine,KF,14.1059,-15.5503,27.9,27.3,38.0,1010.4,7.9,349,2,2026-05-08T09:58:02.520192+00:00,OK,
openweathermap,2026-05-08 09:58:02.429407+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T09:58:02.565314+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:05.742845+00:00,Tambacounda,TC,13.7707,-13.6673,32.5,31.4,27.0,1007.1,10.5,297,3,2026-05-08T09:58:07.477869+00:00,OK,
openweathermap,2026-05-08 09:58:07.397365+00:00,Tambacounda,TC,13.7707,-13.6673,29.12,30.93,58.0,1011.0,4.12,240,800,2026-05-08T09:58:07.616054+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:10.415512+00:00,Kédougou,KD,12.5559,-12.1747,31.7,29.6,35.0,997.2,23.9,263,3,2026-05-08T09:58:11.089557+00:00,OK,
openweathermap,2026-05-08 09:58:11.024943+00:00,Kédougou,KD,12.5559,-12.1747,30.31,30.73,45.0,1011.0,3.09,240,800,2026-05-08T09:58:11.107712+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:13.793822+00:00,Kolda,KO,12.8989,-14.9413,29.6,30.1,37.0,1008.4,4.9,309,0,2026-05-08T09:58:15.294115+00:00,OK,
openweathermap,2026-05-08 09:58:15.217193+00:00,Kolda,KO,12.8989,-14.9413,27.05,28.86,69.0,1012.0,2.06,220,800,2026-05-08T09:58:15.331532+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:18.667649+00:00,Sédhiou,SD,12.708,-15.5569,28.8,29.2,39.0,1009.5,5.2,331,0,2026-05-08T09:58:19.583467+00:00,OK,
openweathermap,2026-05-08 09:58:19.516032+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T09:58:19.606279+00:00,OK,nuageux
open-meteo,2026-05-08 09:58:22.192800+00:00,Ziguinchor,ZG,12.5681,-16.2719,27.8,29.1,48.0,1010.2,4.4,333,0,2026-05-08T09:58:24.600490+00:00,OK,
openweathermap,2026-05-08 09:58:24.250346+00:00,Ziguinchor,ZG,12.5681,-16.2719,26.03,26.03,69.0,1012.0,1.03,340,800,2026-05-08T09:58:24.622951+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:27.755154+00:00,Saint-Louis,SL,16.0179,-16.4896,24.0,23.3,61.0,1011.2,19.3,344,3,2026-05-08T09:58:29.289189+00:00,OK,
openweathermap,2026-05-08 09:58:29.215097+00:00,Saint-Louis,SL,16.0179,-16.4896,23.99,24.25,69.0,1012.0,4.12,360,800,2026-05-08T09:58:29.306414+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:58:31.538927+00:00,Louga,LG,15.6179,-16.2241,25.4,25.3,51.0,1007.2,11.4,342,3,2026-05-08T09:58:32.222680+00:00,OK,
openweathermap,2026-05-08 09:58:32.136283+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T09:58:32.258192+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 09:58:35.015440+00:00,Matam,MT,15.6559,-13.2557,34.0,31.5,21.0,1007.7,15.9,342,3,2026-05-08T09:58:37.200505+00:00,OK,
openweathermap,2026-05-08 09:58:37.123836+00:00,Matam,MT,15.6559,-13.2557,30.03,29.96,42.0,1011.0,2.06,340,800,2026-05-08T09:58:37.310756+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:40.137059+00:00,Dakar,DK,14.6928,-17.4467,23.1,22.9,71.0,1011.5,20.2,3,0,2026-05-08T09:59:41.630558+00:00,OK,
openweathermap,2026-05-08 09:59:41.515514+00:00,Dakar,DK,14.6928,-17.4467,23.47,24.01,82.0,1013.0,6.17,320,800,2026-05-08T09:59:41.601026+00:00,OK,ciel dégagé
open-meteo,2026-05-08 09:59:43.858530+00:00,Thiès,TH,14.7886,-16.9255,24.9,24.7,58.0,1003.8,16.0,349,1,2026-05-08T09:59:44.567073+00:00,OK,
openweathermap,2026-05-08 09:59:44.493084+00:00,Thiès,TH,14.7886,-16.9255,24.08,23.56,39.0,1012.0,6.96,352,803,2026-05-08T09:59:44.873135+00:00,OK,nuageux
